,location,date,new_cases
866,World,2022-06-06,434829.0
867,World,2022-06-07,611908.0
868,World,2022-06-08,706445.0
869,World,2022-06-09,565029.0
870,World,2022-06-10,556420.0
871,World,2022-06-11,283727.0
872,World,2022-06-12,198137.0
873,World,2022-06-13,528007.0
874,World,2022-06-14,857068.0
875,World,2022-06-15,721862.0
876,World,2022-06-16,582820.0
877,World,2022-06-17,533048.0
878,World,2022-06-18,228485.0
879,World,2022-06-19,268412.0
880,World,2022-06-20,754515.0
881,World,2022-06-21,816258.0
882,World,2022-06-22,805429.0
883,World,2022-06-23,783611.0
884,World,2022-06-24,777297.0
885,World,2022-06-25,316721.0
886,World,2022-06-26,286579.0
887,World,2022-06-27,872691.0
888,World,2022-06-28,942044.0
889,World,2022-06-29,931604.0
890,World,2022-06-30,1078109.0
891,World,2022-07-01,949877.0
892,World,2022-07-02,359203.0
893,World,2022-07-03,358269.0
894,World,2022-07-04,851918.0
895,World,2022-07-05,1204794.0
896,World,2022-07-06,1225404.0
897,World,2022-07-07,1053180.0
898,World,2022-07-08,1005089.0
899,World,2022-07-09,503532.0
900,World,2022-07-10,422634.0
901,World,2022-07-11,1053694.0
902,World,2022-07-12,1223065.0
903,World,2022-07-13,1426181.0
904,World,2022-07-14,1002369.0
905,World,2022-07-15,1001197.0
906,World,2022-07-16,552759.0
907,World,2022-07-17,459219.0
908,World,2022-07-18,1198478.0
909,World,2022-07-19,1545645.0
910,World,2022-07-20,1602630.0
911,World,2022-07-21,1154079.0
912,World,2022-07-22,1094564.0
913,World,2022-07-23,636553.0
914,World,2022-07-24,550848.0
915,World,2022-07-25,973805.0
916,World,2022-07-26,1198418.0
917,World,2022-07-27,1426366.0
918,World,2022-07-28,1116116.0
919,World,2022-07-29,1374960.0
920,World,2022-07-30,576049.0
921,World,2022-07-31,544538.0
922,World,2022-08-01,873583.0
923,World,2022-08-02,1190622.0
924,World,2022-08-03,1155267.0
925,World,2022-08-04,1061208.0
926,World,2022-08-05,900918.0
927,World,2022-08-06,1024070.0
928,World,2022-08-07,497795.0
929,World,2022-08-08,816723.0
930,World,2022-08-09,1040298.0
931,World,2022-08-10,1026922.0
932,World,2022-08-11,1005492.0
933,World,2022-08-12,752864.0
934,World,2022-08-13,636417.0
935,World,2022-08-14,460678.0
936,World,2022-08-15,855531.0
937,World,2022-08-16,1083415.0
938,World,2022-08-17,990418.0
939,World,2022-08-18,944823.0
940,World,2022-08-19,801559.0
941,World,2022-08-20,574277.0
942,World,2022-08-21,484447.0
943,World,2022-08-22,711211.0
944,World,2022-08-23,889677.0
945,World,2022-08-24,884541.0
946,World,2022-08-25,865053.0
947,World,2022-08-26,702170.0
948,World,2022-08-27,452570.0
949,World,2022-08-28,406153.0
950,World,2022-08-29,577242.0
951,World,2022-08-30,748157.0
952,World,2022-08-31,753139.0
953,World,2022-09-01,679810.0
954,World,2022-09-02,657529.0
955,World,2022-09-03,376583.0
956,World,2022-09-04,370328.0
957,World,2022-09-05,457719.0
958,World,2022-09-06,674102.0
959,World,2022-09-07,616231.0
960,World,2022-09-08,584017.0
961,World,2022-09-09,525682.0
962,World,2022-09-10,313189.0
963,World,2022-09-11,314236.0
964,World,2022-09-12,485260.0
965,World,2022-09-13,548532.0
966,World,2022-09-14,710885.0
967,World,2022-09-15,611334.0
968,World,2022-09-16,455619.0
969,World,2022-09-17,295066.0
970,World,2022-09-18,254550.0
971,World,2022-09-19,416971.0
972,World,2022-09-20,553781.0
973,World,2022-09-21,518153.0
974,World,2022-09-22,619671.0
975,World,2022-09-23,517770.0
976,World,2022-09-24,265146.0
977,World,2022-09-25,222900.0
978,World,2022-09-26,422785.0
979,World,2022-09-27,599538.0
980,World,2022-09-28,549847.0
981,World,2022-09-29,644152.0
982,World,2022-09-30,472561.0
983,World,2022-10-01,241028.0
984,World,2022-10-02,200809.0
985,World,2022-10-03,319950.0
986,World,2022-10-04,600240.0
987,World,2022-10-05,582672.0
988,World,2022-10-06,640624.0
989,World,2022-10-07,574603.0
990,World,2022-10-08,219004.0
991,World,2022-10-09,218934.0
992,World,2022-10-10,453684.0
993,World,2022-10-11,690406.0
994,World,2022-10-12,550103.0
995,World,2022-10-13,662925.0
996,World,2022-10-14,477508.0
997,World,2022-10-15,218088.0
998,World,2022-10-16,192148.0
999,World,2022-10-17,476548.0
1000,World,2022-10-18,629364.0
1001,World,2022-10-19,527833.0
1002,World,2022-10-20,595426.0
1003,World,2022-10-21,430593.0
1004,World,2022-10-22,182335.0
1005,World,2022-10-23,160796.0
1006,World,2022-10-24,386658.0
1007,World,2022-10-25,594965.0
1008,World,2022-10-26,466894.0
1009,World,2022-10-27,477790.0
1010,World,2022-10-28,363508.0
1011,World,2022-10-29,199095.0
1012,World,2022-10-30,167315.0
1013,World,2022-10-31,300452.0
1014,World,2022-11-01,401678.0
1015,World,2022-11-02,348206.0
1016,World,2022-11-03,493635.0
1017,World,2022-11-04,444137.0
1018,World,2022-11-05,201302.0
1019,World,2022-11-06,186619.0
1020,World,2022-11-07,306116.0
1021,World,2022-11-08,450836.0
1022,World,2022-11-09,433970.0
1023,World,2022-11-10,460457.0
1024,World,2022-11-11,488369.0
1025,World,2022-11-12,242505.0
1026,World,2022-11-13,183504.0
1027,World,2022-11-14,347860.0
1028,World,2022-11-15,503782.0
1029,World,2022-11-16,486221.0
1030,World,2022-11-17,479925.0
1031,World,2022-11-18,630459.0
1032,World,2022-11-19,247329.0
1033,World,2022-11-20,222405.0
1034,World,2022-11-21,341655.0
1035,World,2022-11-22,574232.0
1036,World,2022-11-23,590953.0
1037,World,2022-11-24,420335.0
1038,World,2022-11-25,697919.0
1039,World,2022-11-26,270564.0
1040,World,2022-11-27,263398.0
1041,World,2022-11-28,405827.0
1042,World,2022-11-29,730686.0
1043,World,2022-11-30,535623.0
1044,World,2022-12-01,706190.0
1045,World,2022-12-02,761540.0
1046,World,2022-12-03,299780.0
1047,World,2022-12-04,257043.0
1048,World,2022-12-05,505349.0
1049,World,2022-12-06,624714.0
1050,World,2022-12-07,635164.0
1051,World,2022-12-08,809033.0
1052,World,2022-12-09,670307.0
1053,World,2022-12-10,274502.0
1054,World,2022-12-11,299124.0
1055,World,2022-12-12,572644.0
1056,World,2022-12-13,778020.0
1057,World,2022-12-14,694265.0
1058,World,2022-12-15,750109.0
1059,World,2022-12-16,731530.0
1060,World,2022-12-17,300260.0
1061,World,2022-12-18,283457.0
1062,World,2022-12-19,581242.0
1063,World,2022-12-20,712820.0
1064,World,2022-12-21,713647.0
1065,World,2022-12-22,759457.0
1066,World,2022-12-23,640162.0
1067,World,2022-12-24,345066.0
1068,World,2022-12-25,251615.0
1069,World,2022-12-26,449994.0
1070,World,2022-12-27,652486.0
1071,World,2022-12-28,636538.0
1072,World,2022-12-29,670179.0
1073,World,2022-12-30,579680.0
1074,World,2022-12-31,265710.0
1075,World,2023-01-01,312774.0
1076,World,2023-01-02,420719.0
1077,World,2023-01-03,458746.0
1078,World,2023-01-04,569404.0
1079,World,2023-01-05,734105.0
1080,World,2023-01-06,717865.0
1081,World,2023-01-07,360290.0
1082,World,2023-01-08,318273.0
1083,World,2023-01-09,361255.0
1084,World,2023-01-10,422251.0
1085,World,2023-01-11,504602.0
1086,World,2023-01-12,475419.0
1087,World,2023-01-13,440030.0
1088,World,2023-01-14,220748.0
1089,World,2023-01-15,195295.0
1090,World,2023-01-16,212846.0
1091,World,2023-01-17,337960.0
